Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01445","Sunflower seed","2018","2018","t","14165170","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01445","Sunflower seed","2019","2019","ha","5958900","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","01445","Sunflower seed","2019","2019","kg/ha","2559.9","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01445","Sunflower seed","2019","2019","t","15254120","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01445","Sunflower seed","2020","2020","ha","6480900","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","01445","Sunflower seed","2020","2020","kg/ha","2022.9","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01445","Sunflower seed","2020","2020","t","13110430","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01445","Sunflower seed","2021","2021","ha","6665100","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","01445","Sunflower seed","2021","2021","kg/ha","2459.4","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01445","Sunflower seed","2021","2021","t","16392410","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01445","Sunflower seed","2022","2022","ha","5238000","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","01445","Sunflower seed","2022","2022","kg/ha","2162.8","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01445","Sunflower seed","2022","2022","t","11328740","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01445","Sunflower seed","2023","2023","ha","5201600","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","01445","Sunflower seed","2023","2023","kg/ha","2453","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01445","Sunflower seed","2023","2023","t","12759690","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","01445","Sunflower seed","2024","2024","ha","5028200","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","01445","Sunflower seed","2024","2024","kg/ha","2178.9","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","01445","Sunflower seed","2024","2024","t","10955940","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0111","Wheat","2014","2014","ha","6010600","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0111","Wheat","2014","2014","kg/ha","4011.9","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2014","2014","t","24113970","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0111","Wheat","2015","2015","ha","6839500","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0111","Wheat","2015","2015","kg/ha","3879.2","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2015","2015","t","26532100","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0111","Wheat","2016","2016","ha","6205800","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0111","Wheat","2016","2016","kg/ha","4205.6","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2016","2016","t","26098830","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0111","Wheat","2017","2017","ha","6377400","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0111","Wheat","2017","2017","kg/ha","4109.7","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2017","2017","t","26208980","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0111","Wheat","2018","2018","ha","6619600","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0111","Wheat","2018","2018","kg/ha","3724.2","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2018","2018","t","24652840","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0111","Wheat","2019","2019","ha","6825300","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0111","Wheat","2019","2019","kg/ha","4156.6","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2019","2019","t","28370280","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0111","Wheat","2020","2020","ha","6564500","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0111","Wheat","2020","2020","kg/ha","3795","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2020","2020","t","24912350","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0111","Wheat","2021","2021","ha","7099400","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0111","Wheat","2021","2021","kg/ha","4533.2","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2021","2021","t","32183300","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0111","Wheat","2022","2022","ha","5281500","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0111","Wheat","2022","2022","kg/ha","3924.9","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2022","2022","t","20729240","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0111","Wheat","2023","2023","ha","4658400","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0111","Wheat","2023","2023","kg/ha","4642.2","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2023","2023","t","21625170","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5312","Area harvested","0111","Wheat","2024","2024","ha","4883800","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5412","Yield","0111","Wheat","2024","2024","kg/ha","4595","A","Official value",""
"QCL","Crops and livestock products","804","Ukraine","5510","Production","0111","Wheat","2024","2024","t","22441110","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2014","2014","ha","1010510","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0115","Barley","2014","2014","kg/ha","3911.5","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2014","2014","t","3952610","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2015","2015","ha","1258180","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0115","Barley","2015","2015","kg/ha","3708.3","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2015","2015","t","4665770","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2016","2016","ha","1038030","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0115","Barley","2016","2016","kg/ha","4193.1","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2016","2016","t","4352610","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2017","2017","ha","794000","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0115","Barley","2017","2017","kg/ha","3928.3","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2017","2017","t","3119070","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2018","2018","ha","802100","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0115","Barley","2018","2018","kg/ha","4167.4","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2018","2018","t","3342660","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2019","2019","ha","898820","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0115","Barley","2019","2019","kg/ha","4178.5","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2019","2019","t","3755720","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2020","2020","ha","895980","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0115","Barley","2020","2020","kg/ha","4150.8","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2020","2020","t","3719010","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2021","2021","ha","806950","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0115","Barley","2021","2021","kg/ha","3253.7","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2021","2021","t","2625600","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2022","2022","ha","981370","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0115","Barley","2022","2022","kg/ha","3858.5","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2022","2022","t","3786660","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2023","2023","ha","1033980","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0115","Barley","2023","2023","kg/ha","3896.3","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2023","2023","t","4028680","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0115","Barley","2024","2024","ha","758790","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0115","Barley","2024","2024","kg/ha","4127.2","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0115","Barley","2024","2024","t","3131660","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0112","Maize (corn)","2014","2014","ha","33644310","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2014","2014","kg/ha","10732.6","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0112","Maize (corn)","2014","2014","t","361091140","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0112","Maize (corn)","2015","2015","ha","32678310","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","10572.3","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0112","Maize (corn)","2015","2015","t","345486340","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","35106050","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","11743.3","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0112","Maize (corn)","2016","2016","t","412262180","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","33481220","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","11083.7","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0112","Maize (corn)","2017","2017","t","371096030","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","32891580","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","11074.6","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0112","Maize (corn)","2018","2018","t","364262150","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","32916270","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","10510.4","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0112","Maize (corn)","2019","2019","t","345962110","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","33311250","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","10760.5","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0112","Maize (corn)","2020","2020","t","358447310","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0112","Maize (corn)","2021","2021","ha","34393800","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","11091.2","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0112","Maize (corn)","2021","2021","t","381469380","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","31851130","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","10886.3","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0112","Maize (corn)","2022","2022","t","346739460","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0112","Maize (corn)","2023","2023","ha","35010950","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","11130.6","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0112","Maize (corn)","2023","2023","t","389694460","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0112","Maize (corn)","2024","2024","ha","33547180","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","11256.8","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0112","Maize (corn)","2024","2024","t","377632690","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01445","Sunflower seed","2014","2014","ha","611120","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01445","Sunflower seed","2014","2014","kg/ha","1647","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01445","Sunflower seed","2014","2014","t","1006540","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01445","Sunflower seed","2015","2015","ha","728200","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01445","Sunflower seed","2015","2015","kg/ha","1821.2","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01445","Sunflower seed","2015","2015","t","1326180","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01445","Sunflower seed","2016","2016","ha","619990","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01445","Sunflower seed","2016","2016","kg/ha","1940","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01445","Sunflower seed","2016","2016","t","1202760","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01445","Sunflower seed","2017","2017","ha","539780","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01445","Sunflower seed","2017","2017","kg/ha","1796.4","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01445","Sunflower seed","2017","2017","t","969670","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01445","Sunflower seed","2018","2018","ha","492670","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01445","Sunflower seed","2018","2018","kg/ha","1939.9","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01445","Sunflower seed","2018","2018","t","955740","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01445","Sunflower seed","2019","2019","ha","507280","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01445","Sunflower seed","2019","2019","kg/ha","1749","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01445","Sunflower seed","2019","2019","t","887240","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01445","Sunflower seed","2020","2020","ha","674090","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01445","Sunflower seed","2020","2020","kg/ha","2007.2","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01445","Sunflower seed","2020","2020","t","1353020","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01445","Sunflower seed","2021","2021","ha","502540","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01445","Sunflower seed","2021","2021","kg/ha","1714.4","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01445","Sunflower seed","2021","2021","t","861550","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01445","Sunflower seed","2022","2022","ha","647300","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01445","Sunflower seed","2022","2022","kg/ha","1968.1","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01445","Sunflower seed","2022","2022","t","1273940","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01445","Sunflower seed","2023","2023","ha","511330","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01445","Sunflower seed","2023","2023","kg/ha","2002.8","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01445","Sunflower seed","2023","2023","t","1024070","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01445","Sunflower seed","2024","2024","ha","277660","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01445","Sunflower seed","2024","2024","kg/ha","1871.5","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01445","Sunflower seed","2024","2024","t","519640","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0111","Wheat","2014","2014","ha","18771550","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0111","Wheat","2014","2014","kg/ha","2937.8","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0111","Wheat","2014","2014","t","55147120","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0111","Wheat","2015","2015","ha","19058470","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0111","Wheat","2015","2015","kg/ha","2929.9","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0111","Wheat","2015","2015","t","55839540","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0111","Wheat","2016","2016","ha","17744851","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0111","Wheat","2016","2016","kg/ha","3540.8","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0111","Wheat","2016","2016","t","62831507","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0111","Wheat","2017","2017","ha","15198130","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0111","Wheat","2017","2017","kg/ha","3117.5","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0111","Wheat","2017","2017","t","47379810","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0111","Wheat","2018","2018","ha","16030580","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0111","Wheat","2018","2018","kg/ha","3200.5","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0111","Wheat","2018","2018","t","51305540","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0111","Wheat","2019","2019","ha","15132980","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0111","Wheat","2019","2019","kg/ha","3474.6","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0111","Wheat","2019","2019","t","52580890","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0111","Wheat","2020","2020","ha","14888140","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0111","Wheat","2020","2020","kg/ha","3341.7","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0111","Wheat","2020","2020","t","49751180","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0111","Wheat","2021","2021","ha","15032210","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0111","Wheat","2021","2021","kg/ha","2980.5","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0111","Wheat","2021","2021","t","44803690","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0111","Wheat","2022","2022","ha","14360420","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0111","Wheat","2022","2022","kg/ha","3126.5","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0111","Wheat","2022","2022","t","44897830","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0111","Wheat","2023","2023","ha","15083610","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0111","Wheat","2023","2023","kg/ha","3269.4","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0111","Wheat","2023","2023","t","49313930","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0111","Wheat","2024","2024","ha","15568020","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","0111","Wheat","2024","2024","kg/ha","3446.2","A","Official value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0111","Wheat","2024","2024","t","53650020","A","Official value",""
